      150106     157170    166273     179992    181840    182216    182388    183644    188468     188696    189896     190656    195506    197032     198002    198442
1   6.699879 16.5718688  7.706910  6.6894290  2.693462  9.587694  5.389994  3.025917  8.590548  6.8335889 28.095799 11.1433537 12.026434 11.973803 10.6496532  9.294868
2  14.063684  3.2269270  5.696451  5.2363749  6.862095 18.006201  5.119093  3.966943 19.436787  4.8103869 11.578804  3.4716086 10.200123  3.952483 19.4803431  1.332082
3   8.266781  4.4416537 22.035350 10.6442423 12.217055  1.421568  4.609518  6.069805  3.269965  6.2087581  6.626213  5.1458176  1.831268 12.468986  0.9148102 12.194750
4  11.322536  4.2973872  5.637491  6.5146459  5.384493  7.586908 16.077003 11.999722 25.205489  9.9349929 11.576863  7.3541699  5.595733  6.401036 12.7999446  8.530858
5   6.003704  2.9456114 10.522164  5.4571368  4.326716  4.267040  3.169846  6.719783  5.798653  3.5873953 15.550109 14.0929636 15.561981  3.162473  5.7026074  3.810374
6  11.150086  6.0736294  6.050096 17.0940912  7.934401  7.764093 12.261037  5.238151 12.827489  5.1916020  8.280568  1.9142063  6.359117  4.971446  5.7146609  1.160666
7   4.692844 11.5418600 18.280522 12.1251771  4.263333  2.768831  9.875440 13.195444 11.709235  3.0660031 19.276009  2.9273732  6.945511  5.890422 12.3848722  3.904019
8   2.972034 11.5019878  7.638528 10.1936431  9.048800  1.846863  2.006699  5.228390  6.829672 14.9487451 10.833231  9.5490555  3.126867 12.691228  6.2718921 19.735505
9   7.501377  1.4236653  4.676584  4.7104792  1.545964  2.399347  7.269050  9.038996  9.260989 16.0268369  2.928059  2.6966874 11.192558  3.467082 14.6193976  7.002159
10 11.317653  3.3608744 18.230201  5.7759256  4.429661  1.958025  5.257131  7.034317  9.006461  6.4902836  4.733662  5.2543938  2.070181  7.171965  5.8394881  6.317363
11 12.703110  7.6556329  9.279899  4.4262358  8.250414  4.369391 13.120351  8.549230  8.133544  4.1802337  2.321400  9.1339677  6.708656 11.006484  6.4055902  5.368140
12  8.860676  2.7748763  9.376541  0.9600587 10.419185  4.838249  3.937645  5.275065  1.663199  4.2265461  8.753047 12.5924818  9.508034  3.763009  7.3502993 11.350476
13  6.321506  8.7207008  3.853147 10.3256030  3.383740  7.559380  4.264962  3.814855  3.278649 19.2030472  3.990382  3.5825633 15.636517 15.478164  8.8972124  4.343050
14  2.279868  4.1848480 11.722407  8.7723752  8.921511  7.850712 11.318792  6.944154 12.583844  2.8060065  5.714130  1.6700767  3.003320  4.031588  4.6011034  7.342604
15  7.593713  3.4739026  3.741190  0.9030778  4.696290  3.920241  7.803801 17.315130  4.069885  7.1473764  6.056277  7.4403176 10.427303 14.084182  5.1636802  5.047007
16  2.849052  5.5823083  7.997661  5.3228231  1.529135 12.206339 10.593957  6.348593  9.490519 15.2418362  2.778210 12.0183072  5.900101  5.550325 17.0717776  4.006723
17 11.515259  0.7790825  3.469484  4.5399460 20.494087  5.356446 11.138019  3.583982  3.249082  7.5144751  1.279006  8.6173648  9.007948 15.519706  6.3673907  6.844410
18  3.852908 13.3946915 16.962486  1.0615202  5.733542  6.822937 14.555231 15.114870  5.054648 11.3688481  5.188757  7.4512576  9.022598  9.256100  1.4319505 10.607495
19 12.114756 10.0345544  3.795877  5.6774578  2.603574  9.921488  4.794595  6.190601 14.169461  1.1825402  9.235543  5.4609038  4.578862  3.630744  5.0399718  5.618208
20  2.398331  2.0420672 10.108783 24.5286621  4.252201  4.355704  7.250281  5.683158 16.670272  7.3658142  4.593493  0.9488761  4.345811  4.387814 23.2121255  7.502013
21  6.258549  1.7319638 13.779902  2.8410275  7.904649  2.784600  8.012619  5.580442 15.796576  4.8101924  6.832427  7.5770680 10.046198  2.647563 17.9796251  4.211964
22 18.533568  6.6728702  9.226782  2.2394653  7.195098  5.113979  7.418005  4.894788  8.666126 13.7021857 15.139418  7.7546552 12.421559  9.450461 11.7972569  5.527950
23  6.972761 11.9409919 11.288354  7.0776982  4.358653  3.228798  4.386658  7.081089  1.432749  0.6028441  2.299508  8.6106804  7.212148 13.772536  2.5362896 27.509406
24  5.931806  7.6726090  8.079482  5.3516535  6.168858  5.629117 24.991688  7.852625  8.428624  3.5343126  4.980283  8.5230640  8.701326  4.554586  6.1867298 14.438665
25 14.677932  9.1176535  7.399828 10.9985344 23.256492  3.561827 14.914695  5.227368 15.166136 12.0935413  6.928546  4.7794136  6.094988  5.530350  3.6325464 16.057260
26  7.087638  9.7015624  6.050431  3.0315072  9.767659  7.048729  3.415631 12.326143  5.457804  4.5423612  1.831389  9.1833078  4.418302  9.082246  0.5754764 15.055913
27 11.233255  9.3631998  8.561811  1.3035727  6.619038 25.178571 10.860624 27.528747  2.195361 11.7266827  4.281148  5.4530735 16.254585  8.884974  5.8949871  4.814895
28  3.859936  3.4787826  1.594474  6.3379318  4.656402  6.279076  5.067007  9.568987 10.059912  9.6511336  6.493954  7.4500106  4.847398  3.433315 16.0452528  8.767328
29  5.020348  8.4562054  4.282944  2.4603967  4.039408 11.599784  6.453609 14.277722  5.462956  1.7444283  9.599812  9.7865222  7.289364  5.867334  8.9881328 14.102735
30  5.347886 21.6962975  7.044445  5.7916717  9.073744  4.377741  3.845483  3.151743  5.250792  5.7416588  4.176872  6.6577932  8.221303  3.786669  4.1014995  9.534719
